|6.6.6
pyrolite_1.tab
           2
P(bar)
   1.0000000000000000
   50000.000000000000
          31
T(K)
   1200.00000000000000
   100.000000000000000
          31
          14
P(bar)         T(K)           rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol
600001  1700 4863.38 1.7357e-05 2.36545e-07 4.40771e+06 2.17568e+06 9.52001 12.2588 6.68851 2199.93 1.92732e+06 1205.88 2.03994
650001  1700 4920.04 1.6664e-05 2.26733e-07 4.58908e+06 2.24089e+06 9.65776 12.4097 6.74877 2182.22 2.91923e+06 1202.92 2.01645
700001  1700 4975.06 1.60324e-05 2.17778e-07 4.76902e+06 2.30457e+06 9.79069 12.5547 6.80604 2165.32 3.90108e+06 1200.19 1.99415
750000  1700 5028.56 1.54542e-05 2.09567e-07 4.94768e+06 2.36683e+06 9.91925 12.6944 6.86058 2149.19 4.87338e+06 1197.67 1.97293
800000  1700 5080.62 1.49238e-05 2.02009e-07 5.12508e+06 2.42771e+06 10.0436 12.8291 6.91257 2133.75 5.83621e+06 1195.32 1.95272
850000  1700 5131.37 1.44341e-05 1.95024e-07 5.30134e+06 2.48735e+06 10.1642 12.9593 6.96227 2118.94 6.79027e+06 1193.13 1.93341
900000  1700 5180.9 1.39805e-05 1.88548e-07 5.47654e+06 2.54582e+06 10.2813 13.0852 7.00988 2104.71 7.73588e+06 1191.08 1.91492
950000  1700 5229.28 1.35597e-05 1.82526e-07 5.6507e+06 2.60314e+06 10.3951 13.2072 7.05549 2091.01 8.67308e+06 1189.15 1.89721
1e+06  1700 5276.58 1.31674e-05 1.76909e-07 5.8239e+06 2.65941e+06 10.5058 13.3256 7.0993 2077.79 9.60245e+06 1187.32 1.8802
1.05e+06  1700 5322.89 1.28008e-05 1.71657e-07 5.99619e+06 2.71468e+06 10.6136 13.4406 7.14144 2065.02 1.05242e+07 1185.59 1.86384
1.1e+06  1700 5385.31 1.31991e-05 1.69123e-07 6.09441e+06 2.80809e+06 10.6381 13.5165 7.22044 2045.04 1.1425e+07 1186.92 1.8423
1.15e+06  1700 5473.43 1.45981e-05 1.70163e-07 6.08424e+06 2.96565e+06 10.5432 13.5426 7.36087 2014.3 1.22919e+07 1192.15 1.81258
1.2e+06  1700 5520.26 1.42219e-05 1.65542e-07 6.24743e+06 3.03058e+06 10.6383 13.6518 7.40939 2001.81 1.31803e+07 1190.08 1.7972
1.25e+06  1700 5566.3 1.38686e-05 1.61194e-07 6.40964e+06 3.09432e+06 10.7308 13.7576 7.45588 1989.77 1.40618e+07 1188.12 1.78233
1.3e+06  1700 5611.62 1.35355e-05 1.57092e-07 6.57094e+06 3.15691e+06 10.821 13.8601 7.50044 1978.13 1.49366e+07 1186.23 1.76794
1.35e+06  1700 5656.26 1.32211e-05 1.53216e-07 6.73137e+06 3.21836e+06 10.9091 13.9597 7.54315 1966.87 1.5805e+07 1184.43 1.75398
1.4e+06  1700 5700.24 1.29242e-05 1.49547e-07 6.89095e+06 3.27865e+06 10.9949 14.0563 7.58403 1955.96 1.66669e+07 1182.71 1.74046
1.45e+06  1700 5743.6 1.26429e-05 1.46068e-07 7.04976e+06 3.33783e+06 11.0789 14.1501 7.62325 1945.37 1.75227e+07 1181.05 1.72732
1.5e+06  1700 5786.36 1.23759e-05 1.42763e-07 7.20786e+06 3.39596e+06 11.1609 14.2414 7.66088 1935.08 1.83726e+07 1179.45 1.71455
    1  1800 3106.29 4.65638e-05 1.28436e-06 864691 507624 5.27606 7.04456 4.0425 2691.08 -1.16579e+07 1278.04 3.19384
50001  1800 3370.1 3.27494e-05 8.32476e-07 1.28089e+06 665058 6.16421 8.01921 4.4421 2627.98 -1.02408e+07 1241.57 2.94395
100001  1800 3516.27 2.60864e-05 6.80667e-07 1.54205e+06 743978 6.62153 8.48843 4.59958 2585.04 -8.86467e+06 1223.04 2.82157
150001  1800 3768.43 2.33007e-05 5.13936e-07 2.03339e+06 972296 7.34564   9.4 5.07947 2530.6 -7.57763e+06 1221.48 2.63266
200001  1800 3930.29 1.89554e-05 4.35468e-07 2.37214e+06 1.12433e+06 7.76858 9.92429 5.34841 2483.91 -6.36141e+06 1207.27 2.52428
250001  1800 4305.9 2.41604e-05 3.65722e-07 2.92079e+06 1.50781e+06 8.23565 10.7009 5.91711 2441.33 -5.20978e+06 1238.61 2.30412
300001  1800 4467.1 2.3916e-05 3.27107e-07 3.26372e+06 1.72215e+06 8.5476 11.1563 6.20901 2403.07 -4.14051e+06 1239.14 2.2209
350001  1800 4538.44 2.24732e-05 3.07245e-07 3.45761e+06 1.80057e+06 8.72832 11.3614 6.29867 2377.09 -3.07703e+06 1233.03 2.186
400001  1800 4606.69 2.12211e-05 2.89926e-07 3.64884e+06 1.87625e+06 8.89977 11.5547 6.38188 2352.96 -2.02703e+06 1227.72 2.15362
450001  1800 4672.2 2.01224e-05 2.74664e-07 3.83774e+06 1.9495e+06 9.0631 11.7377 6.45953 2330.41 -989813 1223.04 2.12341
500001  1800 4735.18 1.91523e-05 2.61098e-07 4.02449e+06 2.02048e+06 9.21901 11.9114 6.53218 2309.26 34957.3 1218.89 2.09518
550001  1800 4795.96 1.82855e-05 2.48943e-07 4.20938e+06 2.08947e+06 9.36846 12.0772 6.60053 2289.29 1.04819e+06 1215.16 2.06863
600001  1800 4854.74 1.75058e-05 2.37978e-07 4.3926e+06 2.15664e+06 9.51213 12.2357 6.66509 2270.46 2.05057e+06 1211.8 2.04357
650001  1800 4911.64 1.68019e-05 2.28031e-07 4.57422e+06 2.22209e+06 9.65034 12.3875 6.72614 2252.57 3.04215e+06 1208.72 2.0199
700001  1800 4966.87 1.61609e-05 2.18958e-07 4.75442e+06 2.28597e+06 9.78374 12.5335 6.78411 2235.53 4.02377e+06 1205.91 1.99744
750000  1800 5020.56 1.55746e-05 2.10646e-07 4.9333e+06 2.34841e+06 9.91271 12.674 6.83928 2219.27 4.99585e+06 1203.32 1.97607
800000  1800 5072.8 1.50371e-05 2.02999e-07 5.11093e+06 2.40946e+06 10.0375 12.8094 6.89184 2203.72 5.95849e+06 1200.92 1.95573
850000  1800 5123.71 1.45411e-05 1.95936e-07 5.28741e+06 2.46924e+06 10.1585 12.9403 6.94206 2188.81 6.91236e+06 1198.67 1.9363
900000  1800 5173.39 1.40819e-05 1.8939e-07 5.46282e+06 2.52782e+06 10.2759 13.0669 6.99013 2174.47 7.8578e+06 1196.58 1.91769
950000  1800 5221.9 1.36561e-05 1.83306e-07 5.63718e+06 2.58525e+06 10.39 13.1895 7.03616 2160.68 8.79484e+06 1194.62 1.89988
1e+06  1800 5269.34 1.32594e-05 1.77633e-07 5.81058e+06 2.64161e+06 10.501 13.3084 7.08036 2147.38 9.72406e+06 1192.77 1.88278
1.05e+06  1800 5315.76 1.28888e-05 1.72332e-07 5.98307e+06 2.69695e+06 10.6091 13.4239 7.12285 2134.53 1.06458e+07 1191.03 1.86633
1.1e+06  1800 5361.23 1.25421e-05 1.67365e-07 6.15462e+06 2.75133e+06 10.7144 13.536 7.16372 2122.1 1.15599e+07 1189.37 1.85051
1.15e+06  1800 5465.84 1.47165e-05 1.70946e-07 6.07028e+06 2.94875e+06 10.5384 13.5273 7.34496 2084.8 1.2415e+07 1198.63 1.8151
1.2e+06  1800 5512.8 1.43362e-05 1.66275e-07 6.2337e+06 3.01385e+06 10.6338 13.6371 7.39392 2072.26 1.33035e+07 1196.54 1.79963
1.25e+06  1800 5558.98 1.39792e-05 1.6188e-07 6.39618e+06 3.0778e+06 10.7266 13.7434 7.44084 2060.24 1.41849e+07 1194.57 1.78468
1.3e+06  1800 5604.43 1.36429e-05 1.57736e-07 6.55775e+06 3.14064e+06 10.8171 13.8466 7.48587 2048.61 1.50597e+07 1192.68 1.77021
1.35e+06  1800 5649.18 1.33254e-05 1.53821e-07 6.71844e+06 3.20236e+06 10.9054 13.9467 7.52908 2037.35 1.59281e+07 1190.87 1.75618
1.4e+06  1800 5693.26 1.30256e-05 1.50116e-07 6.8783e+06 3.26296e+06 10.9916 14.0439 7.57051 2026.43 1.67901e+07 1189.15 1.74259
1.45e+06  1800 5736.7 1.27415e-05 1.46604e-07 7.03737e+06 3.32249e+06 11.0758 14.1383 7.61028 2015.81 1.76458e+07 1187.49 1.72939
1.5e+06  1800 5779.54 1.24718e-05 1.4327e-07 7.19571e+06 3.381e+06 11.1581 14.2304 7.6485 2005.43 1.84955e+07 1185.9 1.71657
    1  1900 3099.9 5.00734e-05 1.34988e-06 836674 499932 5.1952 6.96371 4.01588 2763.06 -1.15246e+07 1295.02 3.20043
50001  1900  3357 3.36019e-05 8.51664e-07 1.25822e+06 650592 6.12119 7.95655 4.40202 2696.23 -1.01144e+07 1249.02 2.95545
100001  1900 3502.45 2.66291e-05 6.93794e-07 1.51794e+06 728626 6.58262 8.43012 4.56089 2650.87 -8.74325e+06 1228.63 2.83268
150001  1900  3759 2.36491e-05 5.20244e-07 2.01502e+06 957013 7.32156 9.35685 5.04571 2596.73 -7.45527e+06 1226.84 2.63927
200001  1900 3922.59 1.91916e-05 4.39691e-07 2.35462e+06 1.11047e+06 7.74745 9.88774 5.32056 2549.34 -6.24027e+06 1211.62 2.52924
250001  1900 4281.06 2.41541e-05 3.72008e-07 2.87884e+06 1.46423e+06 8.19998 10.6225 5.84787 2513.72 -5.07514e+06 1243.8 2.31748
300001  1900 4456.28 2.41932e-05 3.30241e-07 3.24603e+06 1.70058e+06 8.53473 11.1231 6.17749 2471.16 -4.01446e+06 1246.16 2.2263
350001  1900 4528.1 2.27152e-05 3.09934e-07 3.44046e+06 1.77956e+06 8.71657 11.3304 6.26895 2444.88 -2.95152e+06 1239.66 2.191
400001  1900 4596.77 2.1435e-05 2.92263e-07 3.63215e+06 1.85571e+06 8.88897 11.5256 6.3537 2420.47 -1.90203e+06 1234.03 2.15826
450001  1900 4662.64 2.03136e-05 2.76716e-07 3.82145e+06 1.92937e+06 9.05312 11.7103 6.43268 2397.7 -865240 1229.11 2.12777
500001  1900 4725.95 1.93251e-05 2.62918e-07 4.00857e+06 2.00072e+06 9.20973 11.8855 6.50649 2376.34 159153 1224.75 2.09927
550001  1900 4787.03 1.84429e-05 2.50568e-07 4.19377e+06 2.07002e+06 9.3598 12.0524 6.57586 2356.18 1.17202e+06 1220.85 2.07249
600001  1900 4846.07 1.765e-05 2.39439e-07 4.37727e+06 2.13747e+06 9.50401 12.2121 6.64133 2337.15 2.17405e+06 1217.34 2.04723
650001  1900 4903.2 1.69353e-05 2.29353e-07 4.55919e+06 2.20318e+06 9.64277 12.365 6.70323 2319.17 3.16546e+06 1214.15 2.02338
700001  1900 4958.65 1.62849e-05 2.20161e-07 4.73965e+06 2.26729e+06 9.77663 12.5119 6.76193  2302 4.14684e+06 1211.23 2.00075
750000  1900 5012.54 1.56903e-05 2.11744e-07 4.91877e+06 2.32993e+06 9.90603 12.6533 6.81777 2285.63 5.11871e+06 1208.56 1.97924
800000  1900 5064.95 1.51456e-05 2.04006e-07 5.09663e+06 2.39115e+06 10.0312 12.7895 6.87092 2269.97 6.08115e+06 1206.08 1.95876
850000  1900 5116.03 1.46433e-05 1.96863e-07 5.27333e+06 2.45109e+06 10.1525 12.9211 6.92169 2254.97 7.03485e+06 1203.78 1.9392
900000  1900 5165.86 1.41785e-05 1.90246e-07 5.44894e+06 2.50981e+06 10.2703 13.0483 6.97026 2240.56 7.98014e+06 1201.64 1.92049
950000  1900 5214.51 1.37478e-05 1.84099e-07 5.6235e+06 2.56735e+06 10.3847 13.1715 7.01674 2226.68 8.91703e+06 1199.62 1.90258
1e+06  1900 5262.07 1.33466e-05 1.78371e-07 5.7971e+06 2.62381e+06 10.4961 13.291 7.06134 2213.31 9.84612e+06 1197.74 1.88538
1.05e+06  1900 5308.61 1.29719e-05 1.73018e-07 5.96978e+06 2.67925e+06 10.6044 13.407 7.1042 2200.4 1.07677e+07 1195.97 1.86885
1.1e+06  1900 5354.19 1.26216e-05 1.68005e-07 6.14151e+06 2.7337e+06 10.71 13.5196 7.14542 2187.89 1.16817e+07 1194.28 1.85295
1.15e+06  1900 5458.24 1.48295e-05 1.71742e-07 6.05617e+06 2.93183e+06 10.5335 13.512 7.32896 2151.75 1.2539e+07 1204.58 1.81762
1.2e+06  1900 5505.36 1.44452e-05 1.67021e-07 6.21981e+06 2.99713e+06 10.629 13.6222 7.37836 2139.23 1.34274e+07 1202.46 1.80206
1.25e+06  1900 5551.68 1.40844e-05 1.62579e-07 6.38252e+06 3.06132e+06 10.7222 13.7291 7.42577 2127.17 1.43088e+07 1200.46 1.78703
1.3e+06  1900 5597.24 1.37446e-05 1.58392e-07 6.54434e+06 3.12442e+06 10.813 13.8328 7.47132 2115.5 1.51836e+07 1198.55 1.77248
1.35e+06  1900 5642.1 1.34237e-05 1.54438e-07 6.70529e+06 3.18646e+06 10.9016 13.9336 7.51508 2104.18 1.60519e+07 1196.73 1.75839
1.4e+06  1900 5686.26 1.31207e-05 1.50697e-07 6.86539e+06 3.2474e+06 10.988 14.0315 7.55709 2093.16 1.69136e+07 1194.99 1.74474
1.45e+06  1900 5729.76 1.28335e-05 1.47151e-07 7.02471e+06 3.30732e+06 11.0725 14.1266 7.59748 2082.41 1.77691e+07 1193.32 1.73149
1.5e+06  1900 5772.64 1.25609e-05 1.43785e-07 7.18329e+06 3.36624e+06 11.1551 14.2193 7.63634 2071.88 1.86186e+07 1191.73 1.71863
    1  2000 3100.74 5.45377e-05 1.42221e-06 811487 497885 5.11573 6.89783 4.00711 2833.84 -1.13867e+07 1315.85 3.19956
50001  2000 3342.44 3.45255e-05 8.73577e-07 1.23273e+06 635334 6.07186 7.88726 4.35953 2762.37 -9.98534e+06 1256.7 2.96835
100001  2000 3493.02 2.7119e-05 7.04353e-07 1.50062e+06 715892 6.55375 8.38311 4.52696 2714.54 -8.61922e+06 1234.08 2.84033
150001  2000 3750.46 2.40101e-05 5.26535e-07 1.99747e+06 943278 7.2979 9.31633 5.01507 2660.03 -7.33197e+06 1232.16 2.64528
200001  2000 3887.1 2.0581e-05 4.59069e-07 2.26783e+06 1.04179e+06 7.63715 9.69781 5.176 2634.72 -6.07298e+06 1220.36 2.55246
250001  2000 4260.91 2.42363e-05 3.77489e-07 2.84518e+06 1.42993e+06 8.17058 10.5586 5.79167 2580.54 -4.94432e+06 1249.07 2.32857
300001  2000 4445.37 2.44715e-05 3.3346e-07 3.22816e+06 1.67883e+06 8.52165 11.0893 6.14539 2536.13 -3.88791e+06 1253.05 2.23176
350001  2000 4517.69 2.29566e-05 3.12691e-07 3.42313e+06 1.75835e+06 8.7046 11.2989 6.23866 2509.51 -2.82566e+06 1246.12 2.19605
400001  2000 4586.78 2.16476e-05 2.94655e-07 3.61529e+06 1.83499e+06 8.87796 11.4961 6.32499 2484.83 -1.7767e+06 1240.16 2.16296
450001  2000 4653.04 2.0503e-05 2.78814e-07 3.80501e+06 1.90908e+06 9.04294 11.6825 6.40536 2461.82 -740358 1234.96 2.13215
500001  2000 4716.67 1.94955e-05 2.64775e-07 3.99249e+06 1.9808e+06 9.20027 11.8591 6.48038 2440.26 283638 1230.38 2.1034
550001  2000 4778.05 1.85976e-05 2.52226e-07 4.17803e+06 2.05043e+06 9.351 12.0274 6.55083 2419.94 1.2962e+06 1226.29 2.07638
600001  2000 4837.36 1.77918e-05 2.40928e-07 4.36185e+06 2.1182e+06 9.4958 12.1883 6.61728 2400.79 2.29797e+06 1222.61 2.05091
650001  2000 4894.73 1.70656e-05 2.30698e-07 4.54402e+06 2.18416e+06 9.63504 12.3422  6.68 2382.63 3.28904e+06 1219.29 2.02688
700001  2000 4950.39 1.64056e-05 2.21384e-07 4.72473e+06 2.24851e+06 9.76937 12.4901 6.73948 2365.34 4.27018e+06 1216.26 2.00409
750000  2000 5004.48 1.58027e-05 2.12861e-07 4.90409e+06 2.31136e+06 9.89919 12.6323 6.79601 2348.85 5.24183e+06 1213.48 1.98242
800000  2000 5057.08 1.52507e-05 2.0503e-07 5.08217e+06 2.37277e+06 10.0247 12.7693 6.84979 2333.11 6.20411e+06 1210.92 1.96181
850000  2000 5108.32 1.47421e-05 1.97805e-07 5.25909e+06 2.43288e+06 10.1465 12.9016 6.90113 2318.01 7.15763e+06 1208.55 1.94213
900000  2000 5158.31 1.42716e-05 1.91116e-07 5.43491e+06 2.49175e+06 10.2646 13.0296 6.95022 2303.52 8.10276e+06 1206.34 1.9233
950000  2000 5207.1 1.38359e-05 1.84905e-07 5.60967e+06 2.54943e+06 10.3793 13.1534 6.99717 2289.58 9.03952e+06 1204.28 1.90529
1e+06  2000 5254.79 1.34303e-05 1.79119e-07 5.78346e+06 2.606e+06 10.491 13.2735 7.04221 2276.15 9.96851e+06 1202.35 1.88799
1.05e+06  2000 5301.45 1.30515e-05 1.73715e-07 5.95633e+06 2.66154e+06 10.5997 13.39 7.08547 2263.18 1.089e+07 1200.54 1.87137
1.1e+06  2000 5347.14 1.26976e-05 1.68655e-07 6.12825e+06 2.71607e+06 10.7055 13.5031 7.12704 2250.62 1.18038e+07 1198.83 1.85539
1.15e+06  2000 5431.25 1.40745e-05 1.69576e-07 6.12748e+06 2.86725e+06 10.6217 13.5356 7.26493 2223.24 1.26781e+07 1205.73 1.82672
1.2e+06  2000 5497.91 1.45503e-05 1.67777e-07 6.20581e+06 2.98043e+06 10.6243 13.6072 7.36275 2203.23 1.35521e+07 1207.98 1.8045
1.25e+06  2000 5544.35 1.41855e-05 1.63288e-07 6.36873e+06 3.04489e+06 10.7177 13.7147 7.41071 2191.07 1.44333e+07 1205.93 1.78939
1.3e+06  2000 5590.01 1.38418e-05 1.59058e-07 6.53077e+06 3.1083e+06 10.8088 13.8191 7.45683 2179.28 1.53078e+07 1203.99 1.77477
1.35e+06  2000 5634.95 1.35174e-05 1.55064e-07 6.69195e+06 3.17066e+06 10.8976 13.9206 7.50118 2167.83 1.61758e+07 1202.14 1.76061
1.4e+06  2000 5679.18 1.32108e-05 1.51286e-07 6.85228e+06 3.23198e+06 10.9844 14.0191 7.54381 2156.64 1.70372e+07 1200.38 1.74691
1.45e+06  2000 5722.72 1.29203e-05 1.47706e-07 7.01186e+06 3.29229e+06 11.0692 14.115 7.58486 2145.71 1.78924e+07 1198.69 1.73362
1.5e+06  2000 5765.63 1.26444e-05 1.44309e-07 7.17068e+06 3.35161e+06 11.1521 14.2084 7.62436 2134.98 1.87414e+07 1197.07 1.72071
    1  2100 3097.95 5.98099e-05 1.51269e-06 784764 493882 5.03301 6.8255 3.99276 2901.63 -1.12477e+07 1340.86 3.20243
50001  2100 3327.51 3.55186e-05 8.97061e-07 1.20674e+06 619975 6.02074 7.8159 4.31608 2825.53 -9.85555e+06 1264.72 2.9817
100001  2100 3483.68 2.76261e-05 7.15167e-07 1.48357e+06 703287 6.52512 8.33622 4.49291 2775.14 -8.4949e+06 1239.58 2.84795
150001  2100 3741.63 2.43801e-05 5.3305e-07 1.97973e+06 929389 7.27398 9.27521 4.98388 2720.39 -7.20815e+06 1237.45 2.65152
200001  2100 3885.73 2.08959e-05 4.67506e-07 2.23308e+06 1.00855e+06 7.58033 9.59502 5.09432 2712.1 -5.91454e+06 1224.96 2.5533
250001  2100 4233.07 2.41437e-05 3.84547e-07 2.79827e+06 1.38348e+06 8.12941 10.471 5.7153 2646.83 -4.80775e+06 1253.08 2.34392
300001  2100 4434.37 2.47514e-05 3.36769e-07 3.21008e+06 1.65681e+06 8.50828 11.0548 6.11251 2597.99 -3.76102e+06 1259.83 2.2373
350001  2100 4507.2 2.31988e-05 3.15518e-07 3.40562e+06 1.73693e+06 8.69241 11.2668 6.20776 2571.07 -2.69937e+06 1252.46 2.20116
400001  2100 4576.74 2.18598e-05 2.97103e-07 3.59826e+06 1.81408e+06 8.86675 11.4659 6.29573 2546.11 -1.65098e+06 1246.13 2.16771
450001  2100 4643.37 2.06912e-05 2.80959e-07 3.7884e+06 1.8886e+06 9.03256 11.6541 6.37754 2522.86 -615131 1240.64 2.13659
500001  2100 4707.35 1.96644e-05 2.66671e-07 3.97626e+06 1.96071e+06 9.19064 11.8323 6.45381 2501.1 408451 1235.81 2.10756
550001  2100 4769.02 1.87504e-05 2.53915e-07 4.16214e+06 2.03071e+06 9.34202 12.002 6.5254 2480.62 1.42068e+06 1231.51 2.08031
600001  2100 4828.6 1.7931e-05 2.42445e-07 4.34625e+06 2.09877e+06 9.48738 12.1641 6.59282 2461.3 2.4221e+06 1227.67 2.05463
650001  2100 4886.23 1.71935e-05 2.32069e-07 4.5287e+06 2.16501e+06 9.62715 12.3191 6.65644 2442.99 3.4129e+06 1224.19 2.03041
700001  2100 4942.11 1.65236e-05 2.22629e-07 4.70967e+06 2.22961e+06 9.76195 12.4679 6.71671 2425.59 4.39379e+06 1221.03 2.00745
750000  2100 4996.41 1.59123e-05 2.13996e-07 4.88927e+06 2.29269e+06 9.89221 12.611 6.77397  2409 5.36524e+06 1218.15 1.98563
800000  2100 5049.18 1.5353e-05 2.0607e-07 5.06758e+06 2.35431e+06 10.0182 12.7489 6.82841 2393.16 6.32731e+06 1215.49 1.96488
850000  2100 5100.6 1.48379e-05 1.98762e-07 5.2447e+06 2.41459e+06 10.1402 12.8819 6.88035 2377.99 7.28067e+06 1213.04 1.94507
900000  2100 5150.75 1.43618e-05 1.92e-07 5.42073e+06 2.47363e+06 10.2587 13.0105 6.92998 2363.42 8.22566e+06 1210.76 1.92613
950000  2100 5199.67 1.3921e-05 1.85724e-07 5.59569e+06 2.53145e+06 10.3738 13.135 6.97744 2349.42 9.16228e+06 1208.64 1.90801
1e+06  2100 5247.5 1.35108e-05 1.79879e-07 5.76966e+06 2.58816e+06 10.4857 13.2557 7.02293 2335.92 1.00912e+07 1206.65 1.89062
1.05e+06  2100 5294.29 1.3128e-05 1.74422e-07 5.94272e+06 2.64381e+06 10.5947 13.3727 7.06662 2322.9 1.10125e+07 1204.8 1.87391
1.1e+06  2100 5340.08 1.27704e-05 1.69316e-07 6.11482e+06 2.69844e+06 10.7008 13.4864 7.10856 2310.29 1.19262e+07 1203.04 1.85784
1.15e+06  2100 5414.17 1.37361e-05 1.68878e-07 6.15608e+06 2.82549e+06 10.6632 13.5384 7.22338 2287.28 1.28099e+07 1208.29 1.83247
1.2e+06  2100 5490.4 1.46516e-05 1.68544e-07 6.19169e+06 2.96373e+06 10.6194 13.5922 7.34713 2264.18 1.36771e+07 1213.15 1.80697
1.25e+06  2100 5536.95 1.42826e-05 1.64008e-07 6.35481e+06 3.02849e+06 10.7131 13.7003 7.39566 2251.87 1.4558e+07 1211.05 1.79178
1.3e+06  2100 5582.72 1.39348e-05 1.59734e-07 6.51706e+06 3.09222e+06 10.8044 13.8054 7.44238 2239.92 1.54322e+07 1209.06 1.7771
1.35e+06  2100 5627.72 1.36064e-05 1.55699e-07 6.67846e+06 3.15494e+06 10.8936 13.9075 7.48737 2228.28 1.62998e+07 1207.18 1.76288
1.4e+06  2100 5671.99 1.32961e-05 1.51883e-07 6.83904e+06 3.21664e+06 10.9807 14.0068 7.53065 2216.9 1.71609e+07 1205.37 1.74912
1.45e+06  2100 5715.57 1.3002e-05 1.48269e-07 6.99882e+06 3.27732e+06 11.0658 14.1033 7.57232 2205.76 1.80156e+07 1203.65 1.73578
1.5e+06  2100 5758.49 1.27228e-05 1.4484e-07 7.15788e+06 3.33705e+06 11.149 14.1975 7.61249 2194.82 1.88642e+07 1202.01 1.72284
    1  2200 3082.01 6.72931e-05 1.66972e-06 744057 480953 4.91345 6.70439 3.95034 2965.92 -1.11096e+07 1374.88 3.21901
50001  2200 3307.76 3.66732e-05 9.28218e-07 1.17164e+06 602001 5.95024 7.72454 4.26577 2888.39 -9.72016e+06 1273.19 2.99949
100001  2200 3478.06 2.80789e-05 7.23867e-07 1.47162e+06 692898 6.50384 8.29819 4.46314 2834.87 -8.36567e+06 1244.95 2.85259
150001  2200 3733.25 2.47484e-05 5.39846e-07 1.96159e+06 914766 7.2487 9.23117 4.95007  2779 -7.08225e+06 1242.72 2.65747
200001  2200 3885.82 2.11965e-05 4.75179e-07 2.20318e+06 979150 7.5296 9.50223 5.01975 2785.34 -5.7575e+06 1229.49 2.55319
250001  2200 4130.53 2.23539e-05 4.05717e-07 2.62927e+06 1.22838e+06 7.97821 10.1638 5.45327  2731 -4.62062e+06 1245.54 2.4019
300001  2200 4423.28 2.50345e-05 3.40169e-07 3.19185e+06 1.63461e+06 8.4947 11.0197 6.07904 2657.3 -3.63363e+06 1266.57 2.2429
350001  2200 4496.64 2.34422e-05 3.18416e-07 3.38794e+06 1.71532e+06 8.67999 11.2341 6.17625 2630.03 -2.57274e+06 1258.72 2.20632
400001  2200 4566.63 2.20723e-05 2.99609e-07 3.58108e+06 1.79297e+06 8.85533 11.4353 6.26593 2604.79 -1.52498e+06 1252.01 2.17251
450001  2200 4633.66 2.08791e-05 2.8315e-07 3.77163e+06 1.86795e+06 9.02199 11.6253 6.34922 2581.29 -489650 1246.19 2.14107
500001  2200 4697.99 1.98323e-05 2.68607e-07 3.95987e+06 1.94046e+06 9.18081 11.8051 6.42679 2559.32 533486 1241.1 2.11176
550001  2200 4759.97 1.8902e-05 2.55638e-07 4.1461e+06 2.01082e+06 9.33286 11.9762 6.49954 2538.68 1.54536e+06 1236.59 2.08427
600001  2200 4819.83 1.80687e-05 2.43991e-07 4.3305e+06 2.07919e+06 9.4788 12.1394 6.56798 2519.18 2.54643e+06 1232.55 2.05837
650001  2200 4877.7 1.73196e-05 2.33465e-07 4.51323e+06 2.14573e+06 9.61909 12.2956 6.63252 2500.75 3.53693e+06 1228.91 2.03396
700001  2200 4933.81 1.66398e-05 2.23895e-07 4.69445e+06 2.21059e+06 9.75436 12.4454 6.69362 2483.22 4.51756e+06 1225.62 2.01082
750000  2200 4988.3 1.60199e-05 2.15151e-07 4.87431e+06 2.27391e+06 9.88508 12.5895 6.75165 2466.56 5.48883e+06 1222.62 1.98885
800000  2200 5041.27 1.54531e-05 2.07129e-07 5.05281e+06 2.33573e+06 10.0114 12.7281 6.80676 2450.59 6.45064e+06 1219.85 1.96796
850000  2200 5092.86 1.49315e-05 1.99737e-07 5.23014e+06 2.39621e+06 10.1338 12.8619 6.85932 2435.33 7.40381e+06 1217.31 1.94803
900000  2200 5143.17 1.44496e-05 1.92899e-07 5.40638e+06 2.45543e+06 10.2527 12.9913 6.90952 2420.7 8.34866e+06 1214.96 1.92896
950000  2200 5192.25 1.40037e-05 1.86555e-07 5.58153e+06 2.51342e+06 10.3681 13.1164 6.95751 2406.63 9.28514e+06 1212.77 1.91074
1e+06  2200 5240.21 1.3589e-05 1.80652e-07 5.75569e+06 2.57027e+06 10.4803 13.2376 7.00348 2393.08 1.02139e+07 1210.72 1.89325
1.05e+06  2200 5287.11 1.32022e-05 1.75142e-07 5.92893e+06 2.62605e+06 10.5896 13.3553 7.04761 2380.01 1.11352e+07 1208.81 1.87645
1.1e+06  2200 5333.02 1.28409e-05 1.69986e-07 6.10125e+06 2.68078e+06 10.696 13.4695 7.08996 2367.39 1.20488e+07 1207.01 1.8603
1.15e+06  2200  5378 1.25022e-05 1.65151e-07 6.27272e+06 2.73454e+06 10.7998 13.5806 7.13068 2355.15 1.29556e+07 1205.32 1.84474
1.2e+06  2200 5482.83 1.47499e-05 1.69324e-07 6.17741e+06 2.94707e+06 10.6145 13.5771 7.3315 2322.45 1.38023e+07 1218.05 1.80946
1.25e+06  2200 5529.48 1.43762e-05 1.64738e-07 6.34073e+06 3.01215e+06 10.7085 13.6859 7.38067 2309.95 1.46827e+07 1215.89 1.79421
